Country,Year,GDP_Growth,Inflation,FDI,Tourist_Arrivals,POP,Employment
DEU,2011,3.75796884489337,2.07517283735874,97535403952.5493,28374000.0,80274983.0,56.282
DEU,2012,0.463512036709204,2.00848884782956,65443087632.2705,30411000.0,80425823.0,56.737
DEU,2013,0.396995583779145,1.50472330251876,67199694458.9368,31545000.0,80645605.0,57.074
DEU,2014,2.18018602168017,0.906794000434246,17356720097.6154,32999000.0,80982500.0,57.371
DEU,2015,1.66300602334775,0.514426137125456,62418993509.2489,34970000.0,81686611.0,57.442
DEU,2016,2.22222216259371,0.491747008445174,58132711370.7802,35555000.0,82348669.0,57.932
DEU,2017,2.797906720551,1.50949485109628,108786501529.106,37452000.0,82657002.0,58.366
DEU,2018,1.13569604599849,1.73216879766942,162250938125.842,38881000.0,82905782.0,58.8
DEU,2019,0.977734697038784,1.44565976888253,75463438450.8916,39563000.0,83092962.0,59.368
DEU,2020,-4.13191443239947,0.144877925813982,176781024357.228,12449000.0,83160871.0,58.131
DEU,2021,3.90999994204108,3.06666666666673,127609826748.268,,83196078.0,58.224
DEU,2022,1.8092581243061,6.87257438551097,87215414562.4594,,83177813.0,59.028
DEU,2023,-0.869647578573321,5.94643667725823,77438957875.1405,,83287273.0,59.241
DEU,2024,-0.495851897260366,2.2564981433876,47599143488.7827,,83516593.0,58.81
QAT,2003,3.71995867654906,2.26456504389469,624920000.0,,744682.0,82.204
QAT,2004,19.2189153397893,6.79933665008279,1198970000.0,,773332.0,81.498
QAT,2005,7.49275848279068,8.81439532334683,2500000000.0,,825408.0,81.775
QAT,2006,26.1702456703032,11.8358096197431,3500000000.0,,972831.0,83.111
QAT,2007,17.9856568160263,13.7581625759964,4700000000.0,,1208595.0,84.884
QAT,2008,17.6635563626089,15.0501451570333,3778626370.0,,1426938.0,85.827
QAT,2009,11.9565611289086,-4.86327801622565,8124736260.0,1482000.0,1608903.0,86.224
QAT,2010,19.5921744776308,-2.42525675161714,4670329670.0,1700000.0,1616832.0,86.169
QAT,2011,13.3752345495477,1.13836623529202,938516483.516483,2057000.0,1624761.0,85.971
QAT,2012,4.73008513739958,2.31534853431661,395879120.879121,2324000.0,1722438.0,85.856
QAT,2013,5.55610364218512,3.22197756829293,-840384615.384615,2612000.0,1916426.0,86.054
QAT,2014,5.33434159770252,3.34972085659523,1040384615.38461,2839000.0,2151745.0,86.574
QAT,2015,4.75332372902957,1.8140772393776,1070879120.87912,2941000.0,2344557.0,87.125
QAT,2016,3.06410503214877,2.6765917009819,773901098.901099,2938000.0,2477113.0,87.344
QAT,2017,-1.49756209084892,0.394878914083005,985989010.989011,2256000.0,2545820.0,87.375
QAT,2018,1.23483197031548,0.255815382724408,-2186263736.26373,1819000.0,2580734.0,87.407
QAT,2019,0.688255893930972,-0.666641124861147,-2812637362.63736,2136500.0,2638657.0,87.345
QAT,2020,-3.55750284254954,-2.5403150300476,-2434065934.06593,582000.0,2794148.0,86.983
QAT,2021,1.62693587314129,2.30446565742003,-1093406593.40659,,2504910.0,86.243
QAT,2022,4.18497018544697,4.99527553740761,76098901.0989008,,2657333.0,87.461
QAT,2023,1.53979117720789,3.02764899198902,-474175824.175824,,2656032.0,87.436
QAT,2024,2.35970586926597,1.26734310292375,460164835.164835,,2857822.0,87.358
RUS,2003,7.29995234528189,13.6632930228666,7928630000.0,22521000.0,144648618.0,55.086
RUS,2004,7.19994786954857,10.8886157326216,15402990000.0,22064000.0,144067316.0,55.894
RUS,2005,6.39996544799469,12.6853039507349,15508050000.0,22201000.0,143518814.0,56.592
RUS,2006,8.20006825456321,9.66865454789265,37594770000.0,22486000.0,143049637.0,56.918
RUS,2007,8.49997776916511,9.00729868861079,55873680000.0,22909000.0,142805114.0,58.304
RUS,2008,5.19996926404957,14.1107677840442,74782910000.0,23676000.0,142742366.0,58.663
RUS,2009,-7.79999391271275,11.6473295764118,36583100000.0,21339000.0,142785348.0,57.462
RUS,2010,4.49999999920672,6.84939230255025,43167780000.0,22281000.0,142849468.0,58.038
RUS,2011,4.30002918567749,8.4404648593257,55083630000.0,24932000.0,143018195.0,58.824
RUS,2012,4.02408615746921,5.07474300799149,50587560000.0,28177000.0,143378447.0,59.532
RUS,2013,1.75542214874298,6.75466833903486,69218890000.0,30792000.0,143805638.0,59.423
RUS,2014,0.736267221765672,7.82016970013845,22031340000.0,32421000.0,144237223.0,59.598
RUS,2015,-1.97271922580408,15.5343959935701,6852970000.0,33729000.0,144640716.0,59.227
RUS,2016,0.193690071260534,7.04243725413707,32538900000.0,24571000.0,145015460.0,59.394
RUS,2017,1.82579006401834,3.68333072334495,28557440000.0,24390000.0,145293260.0,59.248
RUS,2018,2.80724541059601,2.87831382614981,8784850000.0,24551000.0,145398106.0,59.44
RUS,2019,2.19807571335009,4.47202631837903,31974770000.0,24419000.0,145453291.0,58.944
RUS,2020,-2.65365450102773,3.38219796948068,9478810000.0,6359000.0,145245148.0,57.97
RUS,2021,5.86649177292595,6.69445891957612,40450000000.0,,144746762.0,59.06
RUS,2022,-1.43588213859842,13.7436797398232,-39800944226.9805,,144236933.0,59.541
RUS,2023,4.08252481259281,5.86571931748967,-10045120000.0,,143826130.0,59.792
RUS,2024,4.34437475491529,8.43486410496723,-9537180000.0,,143533851.0,59.532
ZAF,2003,2.94907546754213,5.67942414068799,783136092.25814,6640000.0,48500348.0,46.877
ZAF,2004,4.55455990721774,-0.692039437857687,701422007.629778,6815000.0,48991421.0,46.729
ZAF,2005,5.27705197295467,2.06285308223427,6522098178.1805,7518000.0,49490033.0,46.615
ZAF,2006,5.60380645895889,3.2439076541923,623291744.34352,8509000.0,49998277.0,46.565
ZAF,2007,5.36047405394162,6.17781214809388,6586792253.1097,9208000.0,50528584.0,46.474
ZAF,2008,3.1910438863288,9.90998456005467,9885001293.44358,9729000.0,51114599.0,46.314
ZAF,2009,-1.53808913525583,7.23809523809527,7624489973.88189,9532000.0,51728516.0,44.402
ZAF,2010,3.03973288127956,4.06749555950263,3693271715.48139,11303000.0,52344051.0,40.8
ZAF,2011,3.16855627858818,5.0008533879502,4139289122.68736,12097000.0,52995205.0,42.33
ZAF,2012,2.39623238465745,5.73797139141739,4626029122.40006,13069000.0,53782567.0,42.122
ZAF,2013,2.48546800826588,5.78016910069176,8232518815.62082,14318000.0,54678791.0,42.411
ZAF,2014,1.41382645223793,6.13282953059149,5791659020.09997,14530000.0,55594838.0,42.131
ZAF,2015,1.32186223678229,4.51869094892506,1521139945.30531,13952000.0,56723537.0,43.184
ZAF,2016,0.664552307858116,6.60290842394872,2215307020.39541,15121000.0,57259551.0,42.583
ZAF,2017,1.15794695181735,5.18618655524149,2058579911.05235,14975000.0,57635162.0,42.885
ZAF,2018,1.55678384721676,4.50987264867388,5569462350.15205,15004000.0,58613001.0,42.49
ZAF,2019,0.25993557687633,4.10285075461156,5116098443.48715,14797000.0,59587885.0,41.722
ZAF,2020,-6.1689177146757,3.23238831615113,3153552569.39325,3886600.09765625,60562381.0,38.719
ZAF,2021,4.85864865060148,4.61874544887136,40658789144.9381,,61502603.0,36.798
ZAF,2022,2.05813661692193,7.03987272546482,9238990828.45042,,62378410.0,37.999
ZAF,2023,0.80610455095804,6.0752438457966,3862994369.64947,,63212384.0,39.742
ZAF,2024,0.534843531905139,4.36115246518962,2330218039.32031,,64007187.0,39.116
